好的	OK
梵语	Sanskrit
橘猫	orange cat
比目鱼	halibut
罗兰巴特	Roland Barthes
轻声	neutral tone
心理治疗	psychotherapy
伏笔	Foreshadowing
掉头发	hair loss
脚趾	toe
水槽	sink
研究人员	researcher
纳粹	Nazi
庇护	asylum
羊绒	Cashmere
威士忌酒	whiskey
领养	adopt
定居	settle
山羊	goat
卷发	curls
过道	passageway
咽音	pharyngeal sounds
找借口	Make excuses
送气音	Aspirated consonant
青旅	hostel
归属感	sense of belonging
语境	context
理性	reason
抽样	sampling
存钱	save money
快递公司	courier company
老奶奶	granny
工业革命	industrial revolution
日益增长	growing
巧合	coincide
消费享受	consumption enjoyment
短语	phrase
水疗	water spa
习得	acquire
街区	block
一米六七	1.67 meters
骆驼	camel
印欧语系	Indo-European language family
软腭音	velar consonant
八爪鱼	octopus
困惑	Puzzled
机会成本	opportunity cost
学渣	slacker student
系鞋带	tie shoelaces
永无止境	never ending
一段友谊	a friendship
炸毛了	fluff up
过长	too long
符合逻辑	logical
李文月	Li Wenyue
照顾者	caregiver
鳗鱼	eel
帝国	empire
很长时间	a long time
抑郁症	depression
烧水	boil water
感同身受	relatable
A改变B	A changes B
玉米猪肉	Corn Pork
朝鲜🇰🇵	North Korea
冥想	meditate
上一节课	have a lesson
西藏文化	Tibetan culture
局限性	limitation
讨吃的	Begging for food
泥板	clay tablet
抽样偏见	sampling bias
独角鲸	Narwhal
前苏联	former Soviet Union
圣木	sacred wood
免疫系统	immune system
属于我	belong to me
部落	tribe
沉浸式地	immersively
安乐死	euthanasia
熟悉的人	familiar person
应战	accept the war
硬腭音	Palatal sound
换算	convert
沉浸	immerse
网球场	tennis court
葬礼	burial
罗锅	hunchback
很自信	Very confident 
要不是	if not
唇齿音	labiodental
一集	episode
摘眼镜	take off glasses
生火	make a fire
化解灾难	resolve disaster
剧院	theater
美国大选	US election
组织者	organizer
心理学	psychology
维基百科	Wikipedia
驼背	hunchbacked
威尼斯	Venice
中庸之道	golden mean
辩护律师	defense counsel
测评	evaluate
曾祖父	great grandfather
高/ 低	high/low
何必？	why bother?
侄女	niece
脚后跟	heel
乡土中国	rural China
伤痕累累	covered in wounds
头皮	scalp
上天堂	go to heaven
流眼泪🥲	shed tears 🥲
打勾☑️	Tick ​​☑️
自然光	natural light
相亲角	blind date corner
俄语	Russian
食道癌	esophageal cancer
黑天鹅	Black Swan
食物中毒	food poisoning
分号	semicolon
马蜂	wasp
上线	to go online
学生贷款	student loans
逃脱	escape
巧了	what a coincidence
外人	outsiders
直觉	intuition
抽大麻	smoke marijuana
个人收入	personal income
三分之二	no definition
兄长	brother
农民工	migrant workers
同一条街	same street
调情	flirt
实际来说	practically speaking
粤拼系统	Yue Pin System
不吉利	Unlucky
当老师	work as teacher
无花果	Fig
体力活	physical work
再会	Goodbye
数字经济	digital economy
眼中	eyes
温差很大	big temperature difference
订婚	got engaged
读博士	Studying for a Ph.D.
金枪鱼	tuna
心不在焉	absent-minded
同质的	homogeneous
让人困惑	confusing
沟通能力	communication skills
桂花	osmanthus
公母	Male and female
南京	Nanjing
没电🪫	No battery🪫
讲述	to tell
中年人	middle-aged people
寄一封信	send a letter
绵羊	sheep
唐朝	Tang Dynasty
默认	default
十个组	ten groups
做作	Pretentious
商科	Business
后端	back end
下期	next issue
擦音	fricative
奴才样	slave-like
蚊子	mosquito
文艺复兴	Renaissance
内蒙古	Inner Mongolia
大不如前	worse
长/ 短	long/short
因果	karma
突发奇想	whim
围墙	wall
龙虾	lobster
断联系	disconnect
深海鱼	deep sea fish
恋亚癖	Yellow fever
活在过去	live in the past
专业术语	jargon
咽化	Pharyngealization
正念	Mindfulness
特别漂亮	beautiful
弥赛亚	Messiah
毕业旅行	graduation trip
消耗尽	exhaust
鱿鱼	squid
阴谋论	conspiracy theory
举报	report
甄嬛传	The Legend of Zhen Huan
用进废退	Use it or lose it
打工假期	working holiday
藏语	Tibetan
式体验	experience
人事部	HR
脚面	Instep
主旋律	mainstream idea
数数	Count
一队士兵	a group of soldiers
招财猫	Lucky Cat
辅修专业	Minor
奴才	minion
加强语气	Strengthen
助学金	financial aid
社交活动	social interaction
齿龈音	alveolar sound
选票	vote
线下	offline
匿名的	anonymous
鹰嘴豆粉	chickpea flour
淡水鱼	freshwater fish
语言能力	language ability
缩写	abbreviation
订阅	subscribe
战绩累累	war achievements
带货直播	Live broadcast with goods
我为你好	I want the best for you
上传	upload
威尔士	Wales
闪音	tap/flap sound
历经	experience
师徒	master and apprentice
天津	Tianjin
第一集	Episode 1
小众	niche
温泉	hot spring
广泛应用	widely used
语言学	linguistics
平淡	ordinary
因纽特人	inuit
资本主义	capitalism
一面镜子	a mirror
鼻窦炎	sinusitis







